4.20441E+11,1/3/2022 8:16,1/3/2022 8:19
4.20306E+11,1/5/2022 18:13,1/5/2022 18:14
4.20441E+11,1/6/2022 3:17,1/6/2022 3:23
4.20215E+11,1/6/2022 11:32,1/6/2022 11:33
4.2057E+11,1/6/2022 21:02,1/6/2022 21:04
4.20244E+11,1/7/2022 6:13,1/7/2022 6:19
4.20306E+11,1/9/2022 14:20,1/9/2022 14:25
4.20956E+11,1/11/2022 22:54,1/11/2022 22:55
4.20594E+11,1/12/2022 8:43,1/12/2022 8:43
4.20592E+11,1/12/2022 18:27,1/12/2022 18:30
4.20654E+11,1/14/2022 3:00,1/14/2022 3:06
4.20816E+11,1/16/2022 11:06,1/16/2022 11:10
4.20863E+11,1/18/2022 20:11,1/18/2022 20:12
4.20306E+11,1/19/2022 5:48,1/19/2022 5:52
4.20996E+11,1/19/2022 13:54,1/19/2022 13:59
4.20306E+11,1/19/2022 23:03,1/19/2022 23:07
4.20862E+11,1/22/2022 7:42,1/22/2022 7:43
4.206E+11,1/23/2022 16:26,1/23/2022 16:29
4.20611E+11,1/24/2022 1:11,1/24/2022 1:15
4.20771E+11,1/26/2022 10:32,1/26/2022 10:37
4.20986E+11,1/26/2022 20:10,1/26/2022 20:16
4.20512E+11,1/29/2022 5:39,1/29/2022 5:40
4.20381E+11,1/31/2022 14:24,1/31/2022 14:31
4.20441E+11,2/2/2022 23:45,2/2/2022 23:46
4.20666E+11,2/3/2022 8:59,2/3/2022 9:04
4.2065E+11,2/5/2022 18:13,2/5/2022 18:17
4.20291E+11,2/8/2022 2:28,2/8/2022 2:29
4.20995E+11,2/10/2022 10:29,2/10/2022 10:30
4.20292E+11,2/12/2022 19:05,2/12/2022 19:08
4.20826E+11,2/14/2022 3:21,2/14/2022 3:26
4.20441E+11,2/16/2022 11:58,2/16/2022 11:59
4.2055E+11,2/17/2022 21:21,2/17/2022 21:27
4.2036E+11,2/20/2022 6:01,2/20/2022 6:02
4.20149E+11,2/21/2022 15:14,2/21/2022 15:19
4.20441E+11,2/22/2022 0:29,2/22/2022 0:35
4.20833E+11,2/22/2022 9:13,2/22/2022 9:19
4.20853E+11,2/23/2022 18:54,2/23/2022 18:55
4.20144E+11,2/24/2022 4:52,2/24/2022 4:57
4.20983E+11,2/24/2022 14:16,2/24/2022 14:20
4.20729E+11,2/24/2022 23:56,2/25/2022 0:02
4.20789E+11,2/25/2022 8:32,2/25/2022 8:36
4.20769E+11,2/26/2022 16:35,2/26/2022 16:37
4.20866E+11,2/27/2022 1:22,2/27/2022 1:23
4.20671E+11,2/28/2022 11:16,2/28/2022 11:18
4.20624E+11,3/2/2022 19:55,3/2/2022 19:57
4.2074E+11,3/5/2022 5:48,3/5/2022 5:53
4.20399E+11,3/5/2022 13:59,3/5/2022 14:01
4.20579E+11,3/6/2022 22:46,3/6/2022 22:51
4.20725E+11,3/9/2022 8:29,3/9/2022 8:35
4.20922E+11,3/11/2022 17:22,3/11/2022 17:26
4.2021E+11,3/12/2022 1:26,3/12/2022 1:31
4.20721E+11,3/12/2022 10:20,3/12/2022 10:23
4.20525E+11,3/13/2022 19:20,3/13/2022 19:26
4.20375E+11,3/16/2022 4:45,3/16/2022 4:47
4.20648E+11,3/16/2022 13:59,3/16/2022 14:05
4.20336E+11,3/16/2022 23:39,3/16/2022 23:44
4.20153E+11,3/19/2022 7:47,3/19/2022 7:52
4.20624E+11,3/19/2022 16:01,3/19/2022 16:07
4.20534E+11,3/21/2022 0:10,3/21/2022 0:16
4.2017E+11,3/21/2022 10:02,3/21/2022 10:08
4.2023E+11,3/23/2022 18:51,3/23/2022 18:58
4.20298E+11,3/26/2022 3:03,3/26/2022 3:08
4.20306E+11,3/28/2022 12:30,3/28/2022 12:34
4.20188E+11,3/29/2022 21:35,3/29/2022 21:39
4.2077E+11,3/30/2022 5:48,3/30/2022 5:53
4.20241E+11,3/31/2022 13:50,3/31/2022 13:53
4.20776E+11,4/2/2022 22:44,4/2/2022 22:50
4.20542E+11,4/3/2022 8:08,4/3/2022 8:14
4.20294E+11,4/3/2022 16:34,4/3/2022 16:38
4.20947E+11,4/6/2022 0:48,4/6/2022 0:49
4.20537E+11,4/8/2022 9:47,4/8/2022 9:52
4.20335E+11,4/10/2022 19:28,4/10/2022 19:34
4.20792E+11,4/11/2022 3:55,4/11/2022 4:01
4.20745E+11,4/13/2022 13:53,4/13/2022 13:55
4.20691E+11,4/13/2022 22:22,4/13/2022 22:23
4.2093E+11,4/15/2022 7:06,4/15/2022 7:11
4.2047E+11,4/16/2022 15:29,4/16/2022 15:32
4.20257E+11,4/17/2022 23:38,4/17/2022 23:43
4.20149E+11,4/19/2022 8:40,4/19/2022 8:42
4.20306E+11,4/19/2022 17:16,4/19/2022 17:18
4.20228E+11,4/20/2022 2:12,4/20/2022 2:18
4.2068E+11,4/21/2022 11:25,4/21/2022 11:29
4.2041E+11,4/21/2022 21:21,4/21/2022 21:23
4.20934E+11,4/22/2022 6:40,4/22/2022 6:45
4.20306E+11,4/24/2022 15:52,4/24/2022 15:56
4.20681E+11,4/25/2022 0:00,4/25/2022 0:04
4.20259E+11,4/27/2022 9:33,4/27/2022 9:39
4.20159E+11,4/27/2022 17:56,4/27/2022 17:59
4.20958E+11,4/30/2022 3:39,4/30/2022 3:41
4.20951E+11,5/1/2022 12:37,5/1/2022 12:39
4.20441E+11,5/3/2022 22:04,5/3/2022 22:05
4.20292E+11,5/5/2022 7:50,5/5/2022 7:56
4.20353E+11,5/6/2022 16:04,5/6/2022 16:08
4.20689E+11,5/8/2022 1:08,5/8/2022 1:14
4.20307E+11,5/8/2022 9:45,5/8/2022 9:48
4.20972E+11,5/10/2022 19:39,5/10/2022 19:43
4.20558E+11,5/11/2022 5:08,5/11/2022 5:12
4.20393E+11,5/12/2022 14:32,5/12/2022 14:38
4.20744E+11,5/15/2022 0:00,5/15/2022 0:06
4.20306E+11,5/17/2022 8:35,5/17/2022 8:40
4.20315E+11,5/19/2022 17:03,5/19/2022 17:10
4.20549E+11,5/20/2022 1:11,5/20/2022 1:15
4.20601E+11,5/21/2022 10:50,5/21/2022 10:52
4.20491E+11,5/21/2022 20:14,5/21/2022 20:18
4.20448E+11,5/24/2022 4:32,5/24/2022 4:35
4.20306E+11,5/26/2022 14:19,5/26/2022 14:20
4.20209E+11,5/27/2022 22:44,5/27/2022 22:45
4.20407E+11,5/28/2022 7:59,5/28/2022 8:00
4.20614E+11,5/30/2022 17:23,5/30/2022 17:30
4.2027E+11,6/2/2022 2:57,6/2/2022 2:58
4.20988E+11,6/4/2022 12:08,6/4/2022 12:14
4.20689E+11,6/6/2022 20:42,6/6/2022 20:43
4.20854E+11,6/7/2022 4:59,6/7/2022 5:05
4.20646E+11,6/7/2022 13:33,6/7/2022 13:37
4.20862E+11,6/8/2022 22:13,6/8/2022 22:16
4.20427E+11,6/11/2022 6:21,6/11/2022 6:22
4.20441E+11,6/11/2022 16:16,6/11/2022 16:20
4.20985E+11,6/14/2022 0:19,6/14/2022 0:19
4.20961E+11,6/15/2022 10:05,6/15/2022 10:06
4.20511E+11,6/16/2022 19:54,6/16/2022 19:58
4.20214E+11,6/19/2022 5:44,6/19/2022 5:45
4.20586E+11,6/19/2022 13:57,6/19/2022 13:58
4.20499E+11,6/20/2022 22:03,6/20/2022 22:06
4.20337E+11,6/23/2022 7:05,6/23/2022 7:09
4.20948E+11,6/24/2022 16:52,6/24/2022 16:53
4.20487E+11,6/27/2022 2:34,6/27/2022 2:39
4.20573E+11,6/29/2022 11:10,6/29/2022 11:13
4.20559E+11,7/1/2022 19:45,7/1/2022 19:50
4.20529E+11,7/2/2022 5:37,7/2/2022 5:38
4.20726E+11,7/4/2022 14:06,7/4/2022 14:12
4.20975E+11,7/4/2022 23:00,7/4/2022 23:05
4.20315E+11,7/5/2022 8:52,7/5/2022 8:53
4.20284E+11,7/5/2022 18:42,7/5/2022 18:48
4.20539E+11,7/7/2022 4:33,7/7/2022 4:34
4.20286E+11,7/7/2022 13:36,7/7/2022 13:39
4.20166E+11,7/7/2022 23:07,7/7/2022 23:08
4.20858E+11,7/9/2022 8:04,7/9/2022 8:05
4.20659E+11,7/10/2022 16:44,7/10/2022 16:49
4.20268E+11,7/11/2022 2:18,7/11/2022 2:19
4.20477E+11,7/12/2022 11:31,7/12/2022 11:34
4.20584E+11,7/13/2022 21:22,7/13/2022 21:27
4.20811E+11,7/16/2022 6:34,7/16/2022 6:37
4.20483E+11,7/18/2022 16:11,7/18/2022 16:15
4.20334E+11,7/19/2022 1:08,7/19/2022 1:13
4.20441E+11,7/20/2022 10:41,7/20/2022 10:43
4.20663E+11,7/20/2022 20:16,7/20/2022 20:20
4.20839E+11,7/23/2022 4:18,7/23/2022 4:22
4.20257E+11,7/25/2022 13:34,7/25/2022 13:40
4.20704E+11,7/25/2022 21:46,7/25/2022 21:51
4.20167E+11,7/27/2022 7:28,7/27/2022 7:33
4.2039E+11,7/27/2022 15:44,7/27/2022 15:45
4.20455E+11,7/30/2022 0:50,7/30/2022 0:52
4.20726E+11,8/1/2022 9:37,8/1/2022 9:42
4.20203E+11,8/1/2022 18:48,8/1/2022 18:51
4.20293E+11,8/3/2022 3:22,8/3/2022 3:24
4.2016E+11,8/4/2022 12:07,8/4/2022 12:12
4.20203E+11,8/5/2022 21:55,8/5/2022 21:59
4.20467E+11,8/8/2022 7:48,8/8/2022 7:53
4.20658E+11,8/8/2022 17:07,8/8/2022 17:13
4.20931E+11,8/9/2022 1:20,8/9/2022 1:24
4.20995E+11,8/9/2022 9:48,8/9/2022 9:52
4.20346E+11,8/10/2022 18:32,8/10/2022 18:35
4.20658E+11,8/13/2022 2:32,8/13/2022 2:36
4.20153E+11,8/15/2022 11:56,8/15/2022 11:59
4.2084E+11,8/17/2022 21:23,8/17/2022 21:29
4.20457E+11,8/18/2022 6:02,8/18/2022 6:04
4.20724E+11,8/18/2022 14:56,8/18/2022 14:59
4.20743E+11,8/20/2022 0:03,8/20/2022 0:10
4.2018E+11,8/20/2022 9:43,8/20/2022 9:48
4.20328E+11,8/20/2022 18:47,8/20/2022 18:49
4.20369E+11,8/22/2022 3:49,8/22/2022 3:54
4.20826E+11,8/24/2022 11:58,8/24/2022 11:58
4.20726E+11,8/26/2022 20:30,8/26/2022 20:34
4.20853E+11,8/29/2022 5:32,8/29/2022 5:37
4.20353E+11,8/31/2022 15:08,8/31/2022 15:12
4.20344E+11,9/1/2022 23:59,9/2/2022 0:04
4.20818E+11,9/4/2022 8:31,9/4/2022 8:34
4.20552E+11,9/4/2022 17:45,9/4/2022 17:49
4.20661E+11,9/6/2022 2:33,9/6/2022 2:37
4.20767E+11,9/8/2022 11:00,9/8/2022 11:02
4.20635E+11,9/10/2022 20:47,9/10/2022 20:51
4.20391E+11,9/12/2022 5:35,9/12/2022 5:41
4.20374E+11,9/12/2022 14:42,9/12/2022 14:48
4.20306E+11,9/13/2022 22:49,9/13/2022 22:52
4.20414E+11,9/14/2022 8:09,9/14/2022 8:10
4.20835E+11,9/16/2022 16:36,9/16/2022 16:39
4.20952E+11,9/18/2022 2:00,9/18/2022 2:05
4.20644E+11,9/18/2022 10:22,9/18/2022 10:26
4.20659E+11,9/20/2022 19:59,9/20/2022 20:01
4.20781E+11,9/21/2022 4:24,9/21/2022 4:27
4.20565E+11,9/23/2022 14:02,9/23/2022 14:06
4.20175E+11,9/24/2022 23:11,9/24/2022 23:11
4.20704E+11,9/25/2022 8:49,9/25/2022 8:53
4.20371E+11,9/25/2022 18:01,9/25/2022 18:02
4.20538E+11,9/26/2022 2:28,9/26/2022 2:34
4.20679E+11,9/27/2022 11:31,9/27/2022 11:33
4.20441E+11,9/28/2022 20:30,9/28/2022 20:34
4.20294E+11,10/1/2022 6:11,10/1/2022 6:14
4.20111E+11,10/2/2022 15:20,10/2/2022 15:22
4.2096E+11,10/3/2022 23:34,10/3/2022 23:37
4.20299E+11,10/4/2022 8:53,10/4/2022 8:58
4.20569E+11,10/6/2022 18:25,10/6/2022 18:31
4.20329E+11,10/9/2022 3:59,10/9/2022 4:05
4.20139E+11,10/9/2022 13:39,10/9/2022 13:45
4.20209E+11,10/10/2022 21:44,10/10/2022 21:47
4.20699E+11,10/11/2022 6:18,10/11/2022 6:19
4.20819E+11,10/13/2022 14:26,10/13/2022 14:32
4.20891E+11,10/14/2022 23:03,10/14/2022 23:07
4.20748E+11,10/17/2022 7:06,10/17/2022 7:12
4.20613E+11,10/19/2022 16:22,10/19/2022 16:26
4.20324E+11,10/21/2022 0:43,10/21/2022 0:49
4.2098E+11,10/21/2022 9:34,10/21/2022 9:36
4.20329E+11,10/23/2022 18:11,10/23/2022 18:14
4.2068E+11,10/25/2022 3:57,10/25/2022 3:59
4.20709E+11,10/25/2022 13:01,10/25/2022 13:05
4.20438E+11,10/25/2022 22:10,10/25/2022 22:12
4.20441E+11,10/28/2022 7:57,10/28/2022 8:03
4.2031E+11,10/29/2022 17:26,10/29/2022 17:30
4.2037E+11,10/30/2022 2:18,10/30/2022 2:19
4.20306E+11,10/30/2022 11:27,10/30/2022 11:28
4.20407E+11,10/31/2022 20:15,10/31/2022 20:17
4.20987E+11,11/2/2022 5:44,11/2/2022 5:47
4.20638E+11,11/2/2022 15:31,11/2/2022 15:34
4.20834E+11,11/3/2022 0:23,11/3/2022 0:27
4.20534E+11,11/4/2022 9:52,11/4/2022 9:57
4.20625E+11,11/5/2022 19:24,11/5/2022 19:27
4.20185E+11,11/8/2022 4:44,11/8/2022 4:45
4.20556E+11,11/9/2022 13:22,11/9/2022 13:26
4.20921E+11,11/10/2022 23:01,11/10/2022 23:06
4.20821E+11,11/11/2022 7:31,11/11/2022 7:35
4.20624E+11,11/13/2022 17:12,11/13/2022 17:14
4.2042E+11,11/14/2022 3:01,11/14/2022 3:03
4.20957E+11,11/15/2022 11:13,11/15/2022 11:16
4.20642E+11,11/17/2022 20:16,11/17/2022 20:17
4.20288E+11,11/18/2022 5:01,11/18/2022 5:04
4.20536E+11,11/19/2022 14:35,11/19/2022 14:38
4.20551E+11,11/19/2022 23:27,11/19/2022 23:29
4.20306E+11,11/21/2022 9:25,11/21/2022 9:29
4.20255E+11,11/23/2022 17:28,11/23/2022 17:34
4.20288E+11,11/24/2022 2:21,11/24/2022 2:24
4.20874E+11,11/24/2022 11:29,11/24/2022 11:33
4.20994E+11,11/25/2022 21:03,11/25/2022 21:04
4.20681E+11,11/26/2022 5:51,11/26/2022 5:55
4.20519E+11,11/27/2022 14:02,11/27/2022 14:03
4.20416E+11,11/29/2022 23:22,11/29/2022 23:26
4.20639E+11,12/2/2022 7:39,12/2/2022 7:40
4.20135E+11,12/4/2022 17:25,12/4/2022 17:29
4.20459E+11,12/7/2022 3:17,12/7/2022 3:20
4.20434E+11,12/7/2022 12:39,12/7/2022 12:45
4.20515E+11,12/8/2022 20:49,12/8/2022 20:54
4.20336E+11,12/11/2022 5:45,12/11/2022 5:47
4.20726E+11,12/13/2022 14:31,12/13/2022 14:36
4.20518E+11,12/15/2022 23:02,12/15/2022 23:05
4.20764E+11,12/16/2022 7:55,12/16/2022 7:59
4.2096E+11,12/16/2022 16:27,12/16/2022 16:32
4.20369E+11,12/18/2022 1:16,12/18/2022 1:22
4.20975E+11,12/19/2022 10:35,12/19/2022 10:36
4.20373E+11,12/19/2022 19:43,12/19/2022 19:43
4.20409E+11,12/22/2022 3:57,12/22/2022 4:02
4.20667E+11,12/24/2022 13:07,12/24/2022 13:12
4.20362E+11,12/24/2022 21:58,12/24/2022 22:00
4.20801E+11,12/26/2022 6:43,12/26/2022 6:46
4.20787E+11,12/26/2022 15:40,12/26/2022 15:45
4.20603E+11,12/27/2022 0:52,12/27/2022 0:53
4.20105E+11,12/29/2022 9:47,12/29/2022 9:48
4.20165E+11,12/30/2022 19:23,12/30/2022 19:28
